Ticker,Date,Open,High,Low,Close,Volume
AAPL,2024-10-11,169.34,173.29,169.27,173.11,17519150
AAPL,2024-10-12,174.37,175.24,171.63,171.89,61033480
AAPL,2024-10-13,172.17,176.07,171.79,171.98,46718147
AAPL,2024-10-14,173.41,175.95,173.24,174.73,73012102
AAPL,2024-10-15,176.06,180.46,172.3,176.22,54856657
AAPL,2024-10-16,177.73,178.39,177.32,177.82,31311204
AAPL,2024-10-17,176.53,181.77,174.13,178.96,66370842
AAPL,2024-10-18,179.96,181.21,176.6,181.18,62027909
AAPL,2024-10-19,182.71,184.5,178.89,181.71,76897067
AAPL,2024-10-20,181.52,185.67,176.79,183.79,34846266
AAPL,2024-10-21,182.34,187.18,180.24,180.48,38058281
AAPL,2024-10-22,179.13,181.82,177.73,178.66,31905895
AAPL,2024-10-23,178.37,181.27,177.48,178.71,50469019
AAPL,2024-10-24,177.21,181.59,172.4,174.58,30255317
AAPL,2024-10-25,175.43,176.06,174.72,175.84,43622740
AAPL,2024-10-26,176.43,176.94,173.2,174.49,51565089
AAPL,2024-10-27,175.79,180.5,173.04,178.32,73856390
AAPL,2024-10-28,177.42,178.42,173.29,178.18,69403535
AAPL,2024-10-29,178.87,182.48,175.45,180.47,78948781
AAPL,2024-10-30,182.09,182.5,181.95,182.33,20168282
AAPL,2024-10-31,182.92,187.56,182.31,183.33,40270545
AAPL,2024-11-01,182.08,182.98,177.77,178.47,42233954
AAPL,2024-11-02,178.75,183.29,173.56,177.73,19570981
AAPL,2024-11-03,178.44,181.88,177.29,179.77,78913074
AAPL,2024-11-04,179.23,182.4,174.33,181.93,78380084
AAPL,2024-11-05,183.67,186.34,178.53,182.96,10615781
AAPL,2024-11-06,184.31,189.32,179.67,179.81,35416708
AAPL,2024-11-07,178.37,182.46,176.52,178.97,52739629
AAPL,2024-11-08,178.51,182.98,177.27,179.69,58523131
AAPL,2024-11-09,178.03,182.82,177.87,178.0,52277749
AAPL,2024-11-10,179.35,181.04,174.94,177.66,68926987
AAPL,2024-11-11,178.81,179.27,178.44,178.66,77472526
AAPL,2024-11-12,177.97,181.8,175.45,175.59,27963336
AAPL,2024-11-13,174.08,178.04,172.74,173.88,28399453
AAPL,2024-11-14,175.5,179.8,171.65,175.84,75138472
AAPL,2024-11-15,177.18,179.1,176.73,179.0,18249446
AAPL,2024-11-16,177.93,179.24,174.62,178.29,59110743
AAPL,2024-11-17,179.73,180.17,179.37,179.89,30360595
AAPL,2024-11-18,180.64,184.11,177.0,183.68,42361848
AAPL,2024-11-19,183.46,188.14,179.74,185.65,64817376
AAPL,2024-11-20,183.97,184.41,180.85,182.27,21588095
AAPL,2024-11-21,182.67,185.61,182.53,184.3,57375411
AAPL,2024-11-22,183.46,184.99,179.11,180.86,66937940
AAPL,2024-11-23,179.13,184.41,177.99,180.54,63548146
AAPL,2024-11-24,178.81,180.89,178.15,179.54,55089044
AAPL,2024-11-25,179.66,183.35,176.9,176.93,50535855
AAPL,2024-11-26,176.09,181.13,172.82,176.24,43420487
AAPL,2024-11-27,176.47,180.31,172.74,173.64,11587317
AAPL,2024-11-28,173.06,174.2,172.02,173.17,39622634
AAPL,2024-11-29,172.58,177.73,169.95,174.01,72110547
AAPL,2024-11-30,173.93,177.05,170.3,170.8,44088070
AAPL,2024-12-01,171.2,171.36,166.7,167.78,58115638
AAPL,2024-12-02,169.14,170.0,167.74,168.75,60962532
AAPL,2024-12-03,168.61,172.24,168.51,170.66,54857859
AAPL,2024-12-04,169.4,173.6,165.93,169.19,67590672
AAPL,2024-12-05,170.64,175.58,167.61,173.25,34339938
AAPL,2024-12-06,174.11,175.84,170.02,174.06,61635149
AAPL,2024-12-07,175.77,179.56,170.83,177.45,31217120
AAPL,2024-12-08,177.39,178.23,172.91,173.18,15095020
AAPL,2024-12-09,173.04,173.53,171.66,171.77,41100808
AAPL,2024-12-10,172.27,172.66,167.15,167.52,23510186
AAPL,2024-12-11,168.61,169.22,167.93,168.89,30542083
AAPL,2024-12-12,168.43,169.8,166.72,169.71,23897107
AAPL,2024-12-13,169.78,174.18,165.26,169.07,35510072
AAPL,2024-12-14,170.76,173.89,166.25,167.4,65409907
AAPL,2024-12-15,167.08,171.27,165.35,169.16,36189358
AAPL,2024-12-16,170.52,173.09,165.96,166.51,58034469
AAPL,2024-12-17,166.32,166.94,163.74,166.44,20209215
AAPL,2024-12-18,167.04,169.25,163.44,165.87,58035884
AAPL,2024-12-19,165.31,169.37,161.54,161.56,36720240
AAPL,2024-12-20,163.07,165.91,161.61,163.3,19053412
AAPL,2024-12-21,164.19,166.61,159.74,161.3,65846961
AAPL,2024-12-22,160.26,164.17,158.26,163.66,34786271
AAPL,2024-12-23,163.63,166.02,159.22,160.5,13416618
AAPL,2024-12-24,162.03,164.7,162.01,162.27,42450994
AAPL,2024-12-25,162.65,164.19,161.35,163.07,36070024
AAPL,2024-12-26,164.13,168.84,162.05,164.3,58753464
AAPL,2024-12-27,165.02,168.45,163.94,165.93,44347859
AAPL,2024-12-28,165.79,167.85,165.5,167.21,70984982
AAPL,2024-12-29,166.27,168.74,162.13,165.27,11892550
AAPL,2024-12-30,166.78,171.62,162.84,167.31,53378620
MSFT,2024-01-01,378.56,378.73,376.49,377.75,23543960
MSFT,2024-01-02,374.45,385.38,363.31,382.87,47363521
MSFT,2024-01-03,385.57,396.68,374.57,376.9,65820363
MSFT,2024-01-04,373.97,385.05,366.82,384.67,72850792
MSFT,2024-01-05,387.63,397.86,384.68,394.93,39375518
MSFT,2024-01-06,396.25,407.36,389.43,406.22,25971028
MSFT,2024-01-07,408.15,410.4,407.73,408.28,35230226
MSFT,2024-01-08,410.51,422.7,408.78,418.46,65297232
MSFT,2024-01-09,420.5,432.98,420.09,430.56,62358480
MSFT,2024-01-10,430.81,443.49,422.83,442.2,53625802
MSFT,2024-01-11,438.49,439.85,432.26,435.07,12454860
MSFT,2024-01-12,438.92,440.76,438.58,439.49,48054430
MSFT,2024-01-13,443.35,452.46,432.7,440.17,63179003
MSFT,2024-01-14,442.07,445.23,438.65,442.06,36590386
MSFT,2024-01-15,438.33,441.03,436.9,437.56,34750837
MSFT,2024-01-16,434.01,435.6,425.6,431.12,75333060
MSFT,2024-01-17,430.17,430.92,427.9,429.9,69579847
MSFT,2024-01-18,428.35,434.38,421.89,423.83,38093678
MSFT,2024-01-19,424.31,433.17,421.78,423.44,30503588
MSFT,2024-01-20,424.95,436.02,424.75,433.14,55314475
MSFT,2024-01-21,436.93,440.85,430.99,432.17,71504050
MSFT,2024-01-22,435.64,443.49,435.16,440.37,76584355
MSFT,2024-01-23,441.87,453.29,429.93,445.73,23701705
MSFT,2024-01-24,441.93,452.13,439.88,440.73,44076117
MSFT,2024-01-25,442.44,448.36,433.39,447.52,66602311
MSFT,2024-01-26,450.06,456.25,448.31,452.61,74585597
MSFT,2024-01-27,455.04,458.97,450.47,458.4,42787329
MSFT,2024-01-28,461.76,467.46,459.9,460.49,66928656
MSFT,2024-01-29,463.51,476.6,455.14,467.68,13758573
MSFT,2024-01-30,466.45,478.25,465.71,478.13,54324291
MSFT,2024-01-31,476.45,481.48,472.9,474.29,45392162
MSFT,2024-02-01,476.42,482.55,463.94,464.21,38546765
MSFT,2024-02-02,460.6,461.73,448.32,450.2,24613352
MSFT,2024-02-03,451.63,462.42,449.78,457.64,15087853
MSFT,2024-02-04,455.56,466.1,452.85,463.03,50375648
MSFT,2024-02-05,467.31,475.6,462.25,465.03,71544051
MSFT,2024-02-06,461.48,468.84,453.51,453.85,32495954
MSFT,2024-02-07,454.23,454.47,441.11,447.02,76696508
MSFT,2024-02-08,443.94,444.79,439.93,441.95,39379339
MSFT,2024-02-09,442.11,447.44,434.23,446.21,38343218
MSFT,2024-02-10,444.38,453.29,436.69,449.88,49831835
MSFT,2024-02-11,447.06,451.66,433.92,444.06,72070009
MSFT,2024-02-12,444.18,453.13,440.08,449.71,48804183
MSFT,2024-02-13,446.19,455.43,434.91,438.73,56272246
MSFT,2024-02-14,442.84,447.86,432.99,442.88,47019510
MSFT,2024-02-15,445.58,446.2,444.04,445.73,52936909
MSFT,2024-02-16,443.49,455.52,430.48,455.43,28563813
MSFT,2024-02-17,455.18,461.55,454.29,456.23,39208663
MSFT,2024-02-18,452.99,461.38,447.62,460.81,22723542
MSFT,2024-02-19,456.26,466.86,453.98,465.65,36435078
MSFT,2024-02-20,467.49,472.23,459.58,465.3,55635718
MSFT,2024-02-21,465.3,465.39,456.57,464.39,50767084
MSFT,2024-02-22,465.32,474.13,457.56,464.85,69632331
MSFT,2024-02-23,468.51,470.19,457.09,460.13,57073270
MSFT,2024-02-24,463.96,468.0,462.08,467.15,27731243
MSFT,2024-02-25,468.02,475.28,455.01,455.29,30125954
MSFT,2024-02-26,458.82,467.92,449.13,462.17,67560198
MSFT,2024-02-27,459.14,467.17,449.78,455.06,50225120
MSFT,2024-02-28,452.73,461.22,452.45,457.26,72050856
MSFT,2024-02-29,456.4,467.92,451.13,467.14,17761109
MSFT,2024-03-01,467.78,471.15,458.51,469.92,24671486
MSFT,2024-03-02,467.16,474.91,463.75,464.34,35885197
MSFT,2024-03-03,462.08,470.78,452.83,460.35,63410713
MSFT,2024-03-04,464.08,470.99,461.85,464.74,21803944
MSFT,2024-03-05,464.53,476.32,454.32,470.3,17827200
MSFT,2024-03-06,469.92,479.08,461.97,470.48,32799999
MSFT,2024-03-07,468.11,475.92,456.97,462.41,39206171
MSFT,2024-03-08,461.67,471.57,461.55,468.91,57499815
MSFT,2024-03-09,467.69,473.95,455.56,471.97,12552852
MSFT,2024-03-10,468.43,476.34,455.26,459.65,24386658
MSFT,2024-03-11,462.28,463.54,462.11,462.24,40902084
